ID,Nom,Commune,Type,Coord_X,Coord_Y
4797,Stade Léo Lagrange,Bron,Terrain de pétanque,4.92688,45.74235
4798,Stade Léo Lagrange,Bron,Court de tennis,4.92708,45.74076
4799,Stade Duboeuf,Bron,Terrain de rugby,4.90681,45.74027
4800,Boulodrome André Frachet,Bron,Terrain de boules,4.91034,45.72807
4801,Essa,Bron,Piste d'athlétisme isolée,4.9272,45.72908
4802,Centre Nautique,Bron,Bassin ludique de natation,4.90798,45.74145
4803,Squash Espace Évasion,Bron,Salle ou terrain de squash,4.92698,45.7387
4804,Squash Espace Évasion,Bron,Salle ou terrain de jorkyball,4.92698,45.7387
4805,Squash Espace Évasion,Bron,Salle ou terrain de jorkyball,4.92698,45.7387
4806,Gymnase Antoine Muguet,Bron,Salle multisports (gymnase),4.90361,45.73026
4807,Stade Bouliste,Brullioles,Terrain de boules,4.49791,45.76385
4808,"Complexe Sportif ""Des Prolières""",Cailloux-sur-Fontaines,Terrain de boules,4.8688,45.85135
4809,Stade Henri Cochet/Fitness Parc,Caluire-et-Cuire,Terrain de hockey sur gazon,4.84145,45.79313
4810,Stade Henri Cochet/Fitness Parc,Caluire-et-Cuire,Court de tennis,4.83748,45.7934
4811,Fcl Tennis,Caluire-et-Cuire,Court de tennis,4.83778,45.79301
4812,Gymnase André Cuzin,Caluire-et-Cuire,Terrain de basket-ball,4.856245,45.800131
4813,Piscine Isabelle Jouffroy,Caluire-et-Cuire,Bassin sportif de natation,4.85096,45.79283
4814,Parc des Sports Terre des Lièvres 2,Caluire-et-Cuire,Salle multisports (gymnase),4.86914,45.80227
4815,Salle d'Animation Rurale,Cercié,Terrain de pétanque,4.6711,46.12246
4816,Salle d'Animation Rurale,Cercié,Terrain de basket-ball,4.67068,46.12276
4817,Stade Rampot,Chambost-Longessaigne,Terrain de football,4.36637,45.77495
4818,Circuits de Randonnees,Chamelet,Boucle de randonnée,4.50787,45.9824
4819,Courts de Tennis,Champagne-au-Mont-d'Or,Court de tennis,4.77126,45.80165
4820,Courts de Tennis,Champagne-au-Mont-d'Or,Court de tennis,4.77126,45.80165
4821,Courts de Tennis,Champagne-au-Mont-d'Or,Court de tennis,4.77134,45.80222
4822,Courts de Tennis,Champagne-au-Mont-d'Or,Court de tennis,4.77135,45.80221
4823,Stade René Rollet,Champagne-au-Mont-d'Or,Terrain de football,4.77861,45.79766
4824,Gymnase Marcel Chatelet,Champagne-au-Mont-d'Or,Salles polyvalentes / des fêtes / non spécialisées,4.78544,45.79557
4825,Espace Loisirs de Laffay,La Chapelle-sur-Coise,Court de tennis,4.50014,45.65843
4826,Circuits de Randonnees,Chaponost,Boucle de randonnée,4.74495,45.7104
4827,Ferme de la Dame Blanche,Chaponost,Manège,4.732226,45.699853
4828,Ferme de la Dame Blanche,Chaponost,Carrière,4.732226,45.699853
4829,Salle Omnisport,Chaponost,Salle multisports (gymnase),4.73351,45.70813
4830,Parc des Sports,Charbonnières-les-Bains,Court de tennis,4.74558,45.78281
4831,Salle Sainte Luce,Charbonnières-les-Bains,Salle de musculation/cardiotraining,4.740503,45.780051
4832,Espace Carenthia,Charentay,Terrain de boules,4.68137,46.08677
4833,Espace Maurice Dubernard,Charly,Salles polyvalentes / des fêtes / non spécialisées,4.79418,45.6528
4834,Stade Raymond Bourette,Charly,Terrain de football,4.79091,45.65049
4835,Stade Raymond Bourette,Charly,Terrain de football,4.79095,45.64967
4836,Gymnase,Charly,Court de tennis,4.794,45.65162
4837,Gymnase,Charly,Mur de tennis,4.7938,45.65202
4838,Salle de la Mansarde,Charnay,Salles polyvalentes / des fêtes / non spécialisées,4.66902,45.89133
4839,Circuits de Randonnees,Chazay-d'Azergues,Boucle de randonnée,4.71314,45.8758
4840,Circuits de Randonnees,Chazay-d'Azergues,Boucle de randonnée,4.71314,45.8758
4841,Salle Pierre de Coubertin,Chazay-d'Azergues,Court de tennis,4.71117,45.87079
4842,Aire Mixte en Plein Air,Chénelette,Plateau EPS/Multisports/city-stades,4.48991,46.16577
4843,Terrain de l'École,Les Chères,Terrain de basket-ball,4.74181,45.89047
4844,Circuits de Randonnees,Civrieux-d'Azergues,Boucle de randonnée,4.71216,45.859
4845,Complexe Sportif,Coise,Terrain de basket-ball,4.47602,45.61671
4846,Dojo,Collonges-au-Mont-d'Or,Dojo / Salle d'arts martiaux,4.84036,45.82291
4847,Gymnase,Collonges-au-Mont-d'Or,Terrain de boules,4.84867,45.81657
4848,Stade la Bachasse,Condrieu,Stade d’athlétisme,4.77759,45.46888
4849,Bassin de l'Arbuel,Condrieu,Site d'activités aquatiques et nautiques,4.7613,45.45836
4850,Centre Scolaire Les Marronniers,Condrieu,Plateau EPS/Multisports/city-stades,4.76809,45.46262
4851,Clos la Joyeuse Boule,Corcelles-en-Beaujolais,Terrain de boules,4.71963,46.15163
4852,College Francois Brossette,Cours,Plateau EPS/Multisports/city-stades,4.32225,46.0963
4853,Complexe Sportif Paul Vallier,Cours,Salle d'haltérophilie,4.32609,46.10594
4854,Salle Jeanne d'Arc,Cours,Salle de gymnastique sportive,4.319531,46.099235
4855,Circuits de Randonnees,Courzieu,Boucle de randonnée,4.56969,45.7399
4856,Boulodrome,Courzieu,Terrain de boules,4.56724,45.73838
4857,Ecole Primaire de Couzon,Couzon-au-Mont-d'Or,Salle multisports (gymnase),4.82859,45.84284
4858,Complexe Salle des Fêtes,Couzon-au-Mont-d'Or,Salles polyvalentes / des fêtes / non spécialisées,4.83125,45.84576
4859,Complexe Sportif,Couzon-au-Mont-d'Or,Court de tennis,4.83296,45.84951
4860,Stade Neveu,Craponne,Terrain de boules,4.7117,45.74301
4861,Courts de Tennis,Craponne,Court de tennis,4.71123,45.73962
4862,La Forêt de l'Aventure,Cublize,Parcours fixe de course d’orientation,4.37022,46.00303
4863,Base de Loisirs Lac des Sapins,Cublize,Piste d'athlétisme isolée,4.37859,46.01239
4864,Base de Loisirs Lac des Sapins,Cublize,Baignade aménagée,4.37658,46.00975
4865,Base de Loisirs Lac des Sapins,Cublize,Parcours sportif/santé,4.36328,46.00323
4866,Centre Équestre de Tournebride,Dardilly,Carrière,4.73097,45.80394
4867,Tennis Club des 4 Saisons,Dardilly,Court de tennis,4.73858,45.79097
4868,Tennis Club des 4 Saisons,Dardilly,Court de tennis,4.73906,45.79208
4869,Fort de Paillet,Dardilly,Pas de tir à la cible,4.74772,45.82416
4870,Fort de Paillet,Dardilly,Pas de tir à la cible,4.74772,45.82416
4871,Complexe Municipal Moulin Carron,Dardilly,Dojo / Salle d'arts martiaux,4.75712,45.81283
4872,Lycee Horticole,Dardilly,Terrain de football,4.76893,45.81392
4873,Lycee Horticole,Dardilly,Structure Artificielle d'Escalade,4.76884,45.81315
4874,Boulodrome Departemental,Dardilly,Terrain de boules,4.76279,45.82067
4875,Boulodrome du Paillet,Dardilly,Terrain de boules,4.74891,45.82313
4876,Les Écuries de l'Ouest,Dommartin,Carrière,4.69373,45.8261
4877,Complexe Sportif de Maligny,Dommartin,Court de tennis,4.71779,45.83204
4878,Circuits de Randonnees,Duerne,Boucle de randonnée,4.52882,45.6845
4879,Terrain de Boules,Duerne,Terrain de boules,4.52972,45.68532
4880,Stade Henri Badot,Duerne,Terrain de basket-ball,4.52731,45.6825
4881,Boulodrome du Vivier,Écully,Terrain de boules,4.76714,45.77544
4882,Court de Tennis,Écully,Court de tennis,4.76682,45.77617
4883,Salle Louis Chirpas,Écully,Salle multisports (gymnase),4.77234,45.77427
4884,Académie de Billard de l'Ouest Lyonnais,Écully,Salle de billard,4.78245,45.78579
4885,Domaine de Charrière Blanche,Écully,Court de tennis,4.77233,45.78143
4886,Terrains de Boules,Éveux,Terrain de boules,4.62184,45.8264
4887,Terrains de Boules,Éveux,Terrain de boules,4.62184,45.8264
4888,Terrains de Tennis,Éveux,Court de tennis,4.62238,45.83363
4889,Circuits de Randonnees,Éveux,Boucle de randonnée,4.6228,45.8269
4890,Petit Stade,Fleurieu-sur-Saône,Plateau EPS/Multisports/city-stades,4.84554,45.86341
4891,Circuits de Randonnees,Fontaines-Saint-Martin,Boucle de randonnée,4.85702,45.8454
4892,Stade Bernard Lacombe,Fontaines-Saint-Martin,Terrain de football,4.85948,45.84027
4893,Collège Jean de Tournes,Fontaines-sur-Saône,Plateau EPS/Multisports/city-stades,4.85507,45.83061
4894,Gymnase des Ronzieres,Fontaines-sur-Saône,Court de tennis,4.85555,45.83394
4895,Parc de Loisirs Aquavert,Francheville,Bassin sportif de natation,4.77089,45.75036
4896,Société Sportive des Acqueducs,Francheville,Practice,4.75896,45.72733
4897,Société Sportive des Acqueducs,Francheville,Court de tennis,4.76003,45.72772
4898,Société Sportive des Acqueducs,Francheville,Court de tennis,4.75974,45.72734
4899,Elan,Francheville,Dojo / Salle d'arts martiaux,4.76531,45.73525
4900,Essor de Bel Air,Francheville,Court de tennis,4.75648,45.74613
4901,Courts de Tennis,Frontenas,Court de tennis,4.61944,45.92447
4902,Circuits de Randonnees,Frontenas,Boucle de randonnée,4.61858,45.9249
4903,Circuits de Randonnees ( Office du Tourisme ),Givors,Boucle de randonnée,4.77601,45.5846
4904,"Terrain de Foot ""But en Or""",Givors,Terrain de football,4.772594,45.589064
4905,Terrain de Foot Casanova,Givors,Terrain de football,4.767079,45.591696
4906,Terrain de Basketball Montrond,Givors,Terrain de basket-ball,4.74552,45.590199
4907,Terrain de Football des Vernes,Givors,Terrain de football,4.765838,45.604571
4908,Stade Nautique,Givors,Site d'activités aquatiques et nautiques,4.77202,45.59045
4909,Parc des Sports,Givors,Salle multisports (gymnase),4.77055,45.60103
4910,Parc des Sports,Givors,Aire de saut,4.7715,45.60041
4911,Parc des Sports,Givors,Salle de gymnastique sportive,4.77055,45.60103
4912,Parc des Sports,Givors,Court de tennis,4.7704,45.59893
4913,Parc des Sports,Givors,Court de tennis,4.7704,45.59893
4914,Complexe Sportif Saint Roch,Gleizé,Salle d'escrime,4.69298,45.99099
4915,Complexe Sportif Saint Roch,Gleizé,Mur ou fronton mixte,4.69303,45.99129
4916,Complexe Sportif Saint Roch,Gleizé,Court de tennis,4.69539,45.99046
4917,Aire de Loisirs,Grandris,Court de tennis,4.47889,46.04227
4918,Espace Cartay,Grézieu-le-Marché,Court de tennis,4.42134,45.65444
4919,Circuits de Randonnees,Grézieu-le-Marché,Boucle de randonnée,4.42168,45.6569
4920,Circuits de Randonnees (Place du Village),Grigny,Boucle de randonnée,4.79278,45.6097
4921,Espace Michel Favier,Grigny,Salle multisports (gymnase),4.7839,45.60765
4922,Espace de Jeux des Varines,Les Haies,Plateau EPS/Multisports/city-stades,4.745383,45.503404
4923,Complexe Sportif,Haute-Rivoire,Terrain de boules,4.39764,45.71266
4924,Complexe Sportif,Haute-Rivoire,Salles polyvalentes / des fêtes / non spécialisées,4.3983,45.71334
4925,Champvillard,Irigny,Court de tennis,4.81086,45.67006
4926,Piscine Municipale,Irigny,Bassin sportif de natation,4.8119,45.6704
4927,Skate Park,Joux,Skate park,4.3686,45.88607
4928,Zone Sportive,Joux,Terrain de boules,4.37367,45.88787
4929,Batiment Mairie Ecole,Jullié,Plateau EPS/Multisports/city-stades,4.67549,46.2442
4930,Maison Rurale de la Foret et du Bois,Lamure-sur-Azergues,Terrain de football,4.48659,46.04911
4931,Collège Jacques Coeur,Lentilly,Salle de tennis de table,4.66503,45.81632
4932,Complexe Sportif,Lentilly,Dojo / Salle d'arts martiaux,4.65794,45.81876
4933,Stade Courtois Fillot,Limonest,Terrain de football,4.77408,45.83604
4934,Centre Équestre Vieux Bouchet Simone,Lissieu,Carrière,4.74656,45.85818
4935,City Park,Lissieu,Plateau EPS/Multisports/city-stades,4.739753,45.866794
4936,Centre Equestre Bouchet Fréderic,Lissieu,Manège,4.75605,45.84982
4937,Centre Equestre Bouchet Fréderic,Lissieu,Carrière de dressage/rond de longe,4.75593,45.84975
4938,Sivu Piscine de Loire Sur Rhône,Loire-sur-Rhône,Bassin ludique de natation,4.79905,45.56193
4939,Salle Polyvalente Multisports,Lozanne,Salles polyvalentes / des fêtes / non spécialisées,4.68075,45.85559
4940,Salle Polyvalente Multisports,Lozanne,Salle de gymnastique sportive,4.68088,45.85528
4941,Circuits de Randonnees,Lozanne,Boucle de randonnée,4.68038,45.8563
4942,Circuits de Randonnees,Lucenay,Boucle de randonnée,4.70193,45.9136
4943,Golf du Beaujolais,Lucenay,Parcours 18 trous,4.71223,45.91888
4944,Stade de Football,Lucenay,Court de tennis,4.70677,45.91586
4945,Aire de Jeux,Marchampt,Plateau EPS/Multisports/city-stades,4.56915,46.1136
4946,Jeux de Boules,Marcilly-d'Azergues,Terrain de boules,4.724,45.8733
4947,Courts de Tennis,Marcilly-d'Azergues,Court de tennis,4.72974,45.87575
4948,Carriere,Marcy-l'Étoile,Carrière,4.71477,45.78186
4949,Ecurie Nicolas Flaquin,Marcy-l'Étoile,Carrière,4.708956,45.790736
4950,Stade des Docteurs Mérieux,Marcy-l'Étoile,Terrain de football,4.71284,45.78588
4951,Complexe Sportif,Marcy-l'Étoile,Skate park,4.71007,45.78411
4952,Parc du Vourlat,Messimy,Skate park,4.675372,45.692021
4953,Stade de Football,Millery,Terrain de football,4.7796,45.62889
4954,Stade de Football,Millery,Terrain de football,4.77879,45.62914
4955,Stade Edmond Vainauwaert,Montagny,Terrain mixte,4.75464,45.63413
4956,Stade Edmond Vainauwaert,Montagny,Court de tennis,4.75294,45.63426
4957,Structure Artificielle d'Escalade,Montromant,Structure Artificielle d'Escalade,4.524886,45.708022
4958,Complexe Sportif,Montrottier,Terrain de football,4.46435,45.79235
4959,Circuits de Randonnees,Morancé,Boucle de randonnée,4.69973,45.8979
4960,Le Lac de la Madone,Mornant,Boucle de randonnée,4.64978,45.608
4961,Clos Fournereau,Mornant,Boucle de randonnée,4.66923,45.626
4962,Plateau du Grand Cèdre,La Mulatière,Terrain de handball,4.8088,45.72724
4963,Plateau du Grand Cèdre,La Mulatière,Plateau EPS/Multisports/city-stades,4.8087,45.72703
4964,Terrain d'Aventures,La Mulatière,Structure Artificielle d'Escalade,4.80618,45.72572
4965,Skate Park,La Mulatière,Skate park,4.80433,45.72531
4966,Squash Confluence,La Mulatière,Salle ou terrain de squash,4.814078,45.723369
4967,Stade Jean Oboussier,Neuville-sur-Saône,Terrain de football,4.83876,45.86919
4968,Salle des Sports de l'Aventuriere,Neuville-sur-Saône,Salle de danse,4.83602,45.88565
4969,Salle des Fêtes,Orliénas,Salles polyvalentes / des fêtes / non spécialisées,4.7176,45.65833
4970,Stade,Orliénas,Court de tennis,4.70517,45.65295
4971,Institution Privée des Chassagnes (Collège/Lycée),Oullins,Plateau EPS/Multisports/city-stades,4.80751,45.72343
4972,L'Appart Fitness Oullins,Oullins,Salle de musculation/cardiotraining,4.798751,45.720138
4973,L'Appart Fitness Oullins,Oullins,Salle de musculation/cardiotraining,4.798751,45.720138
4974,L'Appart Fitness Oullins,Oullins,Salle de musculation/cardiotraining,4.798751,45.720138
4975,Groupe Scolaire Notre Dame du Bon Conseil,Oullins,Aire de lancer,4.80037,45.71347
4976,Groupe Scolaire Notre Dame du Bon Conseil,Oullins,Structure Artificielle d'Escalade,4.80115,45.71351
4977,Groupe Scolaire Notre Dame du Bon Conseil,Oullins,Salle multisports (gymnase),4.80115,45.71351
4978,Plateau EPS Collège de la Clavelière,Oullins,Plateau EPS/Multisports/city-stades,4.81729,45.709107
4979,La Fraternelle,Oullins,Salles polyvalentes / des fêtes / non spécialisées,4.806343,45.715764
4980,P.L.Oullins,Oullins,Terrain de basket-ball,4.809654,45.713207
4981,P.L.Oullins,Oullins,Salle de gymnastique sportive,4.810058,45.712983
4982,Stade de la Claveliere,Oullins,Terrain de pétanque,4.81591,45.71005
4983,Stade du Merlo,Oullins,Terrain de football,4.7849,45.721107
4984,Gymnase Maurice Herzog,Oullins,Pas de tir à l'arc,4.81538,45.70999
4985,"Complexe Sportif ""Aire de Loisirs""",Le Perréon,Salle multisports (gymnase),4.60254,46.0614
4986,"Complexe Sportif ""Aire de Loisirs""",Le Perréon,Court de tennis,4.60197,46.06089
4987,Stade Lapalus,Pierre-Bénite,Terrain de football,4.83328,45.6984
4988,Complexe Sportif Viollet Biasani,Pierre-Bénite,Terrain de football,4.81838,45.70014
4989,Stade,Pollionnay,Terrain de boules,4.669823,45.763258
4990,Club Hippique de Pollionnay,Pollionnay,Manège,4.66308,45.76764
4991,Terrains de Sport,Poule-les-Écharmeaux,Court de tennis,4.45598,46.15014
4992,Stade Municipal,Propières,Terrain de football,4.43642,46.1963
4993,Salle Polyvalente,Quincié-en-Beaujolais,Salles polyvalentes / des fêtes / non spécialisées,4.61672,46.11784
4994,Espace Maurice Plaisantin,Quincieux,Structure Artificielle d'Escalade,4.77874,45.91328
4995,Ecole Maternelle Marie José Bajard,Quincieux,Salles polyvalentes / des fêtes / non spécialisées,4.78098,45.91255
4996,Boulodrome et Tennis André Jambon,Quincieux,Court de tennis,4.77296,45.917
4997,Circuits de Randonnees,Rontalon,Boucle de randonnée,4.63286,45.6613
4998,Jeux de Boules,Rontalon,Terrain de boules,4.63285,45.66015
4999,Plateforme Sportive,Sain-Bel,Court de tennis,4.59311,45.81259
5000,Boulodrome,Sain-Bel,Terrain de boules,4.60055,45.82501
5001,Terrain de Jeux,Salles-Arbuissonnas-en-Beaujolais,Terrain de boules,4.64173,46.04084
5002,Salle des Fetes,Sarcey,Terrain de football,4.55509,45.87712
5003,Terrain d'Aéromodélisme,Les Sauvages,Site d'aéromodélisme,4.37413,45.91565
5004,Poneys et Chevaux du Domaine,Savigny,Manège,4.59826,45.82651
5005,Poneys et Chevaux du Domaine,Savigny,Carrière,4.59235,45.82707
5006,Complexe Sportif,Savigny,Court de tennis,4.57957,45.81501
5007,Tennis Club Andéolais,Saint-Andéol-le-Château,Court de tennis,4.69704,45.5862
5008,Societe de Boules Andeolaises,Saint-Andéol-le-Château,Terrain de boules,4.70037,45.58646
5009,Plateau Eps,Saint-Appolinaire,Plateau EPS/Multisports/city-stades,4.424091,45.977316
5010,Zone Sportive,Sainte-Catherine,Terrain de football,4.56718,45.59655
5011,Zone Sportive,Sainte-Catherine,Plateau EPS/Multisports/city-stades,4.56659,45.59683
5012,Terrain Multisports,Sainte-Consorce,Terrain mixte,4.6932,45.77441
5013,Les Ecuries du Vallon,Sainte-Consorce,Manège,4.682368,45.784527
5014,Les Ecuries du Vallon,Sainte-Consorce,Manège,4.682368,45.784527
5015,Club Equilibre,Saint-Cyr-au-Mont-d'Or,Salle de musculation/cardiotraining,4.82732,45.8125
5016,Stade de la Bussière,Saint-Cyr-au-Mont-d'Or,Court de tennis,4.81218,45.82521
5017,Stade de la Bussière,Saint-Cyr-au-Mont-d'Or,Court de tennis,4.81218,45.82521
5018,City Stade,Saint-Cyr-sur-le-Rhône,Plateau EPS/Multisports/city-stades,4.85252,45.51782
5019,Tennis Club de Saint Didier au Mont d'Or,Saint-Didier-au-Mont-d'Or,Court de tennis,4.79086,45.80346
5020,Collège Fromente,Saint-Didier-au-Mont-d'Or,Terrain de basket-ball,4.79532,45.80929
5021,City-Stade,Saint-Didier-au-Mont-d'Or,Plateau EPS/Multisports/city-stades,4.796817,45.811766
5022,Parcours de Santé,Saint-Didier-au-Mont-d'Or,Parcours sportif/santé,4.812328,45.823931
5023,Plateau Sportif,Saint-Étienne-des-Oullières,Plateau EPS/Multisports/city-stades,4.64838,46.06776
5024,Plateau Sportif,Saint-Étienne-la-Varenne,Terrain de boules,4.63042,46.07582
5025,Complexe Carnot,Saint-Fons,Terrain mixte,4.86396,45.70663
5026,Complexe Carnot,Saint-Fons,Salle de boxe,4.86469,45.70769
5027,Cosec Léo Lagrange,Saint-Fons,Salle de gymnastique sportive,4.85374,45.69616
5028,Courts de Tennis,Sainte-Foy-l'Argentière,Court de tennis,4.47412,45.71025
5029,Tennis Club Fidésien,Sainte-Foy-lès-Lyon,Court de tennis,4.799375,45.7394765
5030,Tennis Club Fidésien,Sainte-Foy-lès-Lyon,Court de tennis,4.798949,45.739197
5031,Stade de la Plaine,Sainte-Foy-lès-Lyon,Terrain mixte,4.78384,45.74254
5032,Ecole de la Graviere,Sainte-Foy-lès-Lyon,Skate park,4.778711,45.731764
5033,Le Kubdo,Sainte-Foy-lès-Lyon,Bassin sportif de natation,4.795388,45.736893
5034,Stand de Tir Charcot,Sainte-Foy-lès-Lyon,Pas de tir à la cible,4.78834,45.74621
5035,Le Karo,Sainte-Foy-lès-Lyon,Terrain de pétanque,4.80388,45.74209
5036,Chavril Tennis Club,Sainte-Foy-lès-Lyon,Bassin ludique de natation,4.80688,45.74918
5037,Chavril Tennis Club,Sainte-Foy-lès-Lyon,Court de tennis,4.805838,45.748436
5038,Chavril Tennis Club,Sainte-Foy-lès-Lyon,Court de tennis,4.806113,45.748955
5039,Arcade,Sainte-Foy-lès-Lyon,Salle de musculation/cardiotraining,4.806591,45.748928
5040,Terrain Omnisports Poncet,Saint-Genis-l'Argentière,Terrain de basket-ball,4.48774,45.71004
5041,Collège Jean Giono,Saint-Genis-Laval,Plateau EPS/Multisports/city-stades,4.802695,45.690628
5042,Collège Jean Giono,Saint-Genis-Laval,Piste d'athlétisme isolée,4.803141,45.690774
5043,Centre Équestre de Pragomard,Saint-Genis-Laval,Carrière,4.7881,45.70835
5044,Gymnase Giono,Saint-Genis-Laval,Salle de blocs artificiels d'escalade,4.80297,45.69028
5045,Gymnase Albert Mouton,Saint-Genis-Laval,Salle multisports (gymnase),4.7976,45.69404
5046,Stade de Beauregard,Saint-Genis-Laval,Terrain mixte,4.78654,45.69108
5047,Stade Louison Bobet,Saint-Genis-les-Ollières,Court de tennis,4.73268,45.76804
5048,Stade Jean Lacaze,Saint-Germain-au-Mont-d'Or,Terrain de football,4.81086,45.8839
5049,Plateau Sportif du Colombier,Saint-Germain-Nuelles,Terrain de basket-ball,4.60929,45.84867
5050,Aire de Jeux,Saint-Germain-Nuelles,Plateau EPS/Multisports/city-stades,4.62333,45.84829
5051,Circuits de Randonnee - Place du Village,Saint-Germain-Nuelles,Boucle de randonnée,4.62419,45.8486
5052,Circuit de la Brosse,Saint-Igny-de-Vers,Circuit de vitesse,4.42891,46.23843
5053,Terrain de Boules,Saint-Jean-de-Touslas,Terrain de boules,4.66249,45.57604
5054,Salle Municipale,Saint-Jean-de-Touslas,Salle multisports (gymnase),4.66326,45.57709
5055,Salle Municipale,Saint-Jean-de-Touslas,Terrain de basket-ball,4.66272,45.57719
5056,Zone Sportive,Saint-Jean-la-Bussière,Court de tennis,4.32447,45.99671
5057,Boulodrome,Saint-Laurent-de-Chamousset,Terrain de boules,4.4657,45.73766
5058,Centre Equestre de Pragrand,Saint-Laurent-de-Chamousset,Parcours de cross,4.45778,45.71914
5059,Plateau Multisports,Saint-Laurent-de-Chamousset,Plateau EPS/Multisports/city-stades,4.469743,45.736781
5060,Complexe Sportif de Vindry,Saint-Loup,Court de tennis,4.49034,45.88642
5061,Complexe Sportif de Vindry,Saint-Loup,Terrain de boules,4.49076,45.8858
5062,Stade Municipal,Saint-Martin-en-Haut,Terrain de football,4.55657,45.65734
5063,Salle des Sports,Saint-Martin-en-Haut,Salle multisports (gymnase),4.55558,45.6575
5064,Courts de Tennis,Chabanière,Court de tennis,4.63868,45.58777
5065,Complexe de la Villette,Chabanière,Terrain de basket-ball,4.64007,45.58595
5066,Halle Sportive,Saint-Romain-en-Gal,Plateau EPS/Multisports/city-stades,4.86417,45.53319
5067,Halle Sportive,Saint-Romain-en-Gal,Stade d’athlétisme,4.86594,45.53339
5068,Stade Thomas Granjon,Saint-Symphorien-sur-Coise,Terrain de pétanque,4.46036,45.63361
5069,Salle d'Animation,Taluyers,Plateau EPS/Multisports/city-stades,4.71737,45.63709
5070,Stade Verpillieux,Taluyers,Terrain de football,4.72042,45.63303
5071,Centre Nautique Aquaval,Tarare,Bassin sportif de natation,4.44665,45.89005
5072,Complexe Sportif Leon Masson,Tarare,Court de tennis,4.4456,45.89007
5073,Maison de la Petanque,Tarare,Terrain de pétanque,4.44177,45.88759
5074,Boulodrome Lucien Goutallier,Tarare,Terrain de boules,4.44,45.88558
5075,Complexe Ast,Tarare,Terrain de handball,4.42325,45.89441
5076,Complexe Ast,Tarare,Dojo / Salle d'arts martiaux,4.42311,45.89439
5077,Skate Park Vert Galand,Tarare,Skate park,4.4443,45.89048
5078,Ecole Saint Jean Saint Dominique,Tarare,Salles polyvalentes / des fêtes / non spécialisées,4.43536,45.89696
5079,Ecole Saint Charles,Tassin-la-Demi-Lune,Salle de tennis de table,4.77785,45.76331
5080,"Institution Privée St Joseph (École, Collège, Lycée)",Tassin-la-Demi-Lune,Terrain de handball,4.7593,45.75979
5081,Espace Sportif des Coquelicots,Tassin-la-Demi-Lune,Salle de gymnastique sportive,4.74807,45.76622
5082,Stade du Sauze,Tassin-la-Demi-Lune,Court de tennis,4.75533,45.76549
5083,Stade du Sauze,Tassin-la-Demi-Lune,Terrain de handball,4.75714,45.76654
5084,Stade Dubot,Tassin-la-Demi-Lune,Stade d’athlétisme,4.76911,45.7572
5085,Terrain de Sport,Theizé,Plateau EPS/Multisports/city-stades,4.6157,45.9387
5086,Complexe Louis Chatelus,Thizy-les-Bourgs,Court de tennis,4.29603,46.03886
5087,Complexe Louis Chatelus,Thizy-les-Bourgs,Terrain de football,4.296431,46.038292
5088,City Stade 2,Thizy-les-Bourgs,Plateau EPS/Multisports/city-stades,4.33944,46.06962
5089,Courts de Tennis,Thurins,Court de tennis,4.64662,45.67907
5090,Complexe Sportif Parc de l'Hippodrome,La Tour-de-Salvagny,Terrain de rugby,4.72355,45.80042
5091,Stade Armand Haour,Vaugneray,Terrain de football,4.68288,45.73791
5092,Combe Fusil,Vaugneray,Boucle de randonnée,4.62836,45.7273
5093,Groupe Scolaire Makarenko,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.92685,45.77923
5094,Groupe Scolaire Angelina Courcelles,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.91325,45.7846
5095,Groupe Scolaire Ambroise Croizat,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.92936,45.75656
5096,Groupe Scolaire Youri Gagarine,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.9087,45.78543
5097,Terrain Sportif Mistral,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.91687,45.77286
5098,Gymnase Ambroise Croizat,Vaulx-en-Velin,Salle de patinage sur roulette,4.9298,45.75632
5099,Boulodrome Faure,Vaulx-en-Velin,Terrain de boules,4.93191,45.77627
5100,Gymnase Antoine Blondin,Vaulx-en-Velin,Salle multisports (gymnase),4.91748,45.77578
5101,Gymnase Antoine Blondin,Vaulx-en-Velin,Structure Artificielle d'Escalade,4.91698,45.77621
5102,Gymnase Jean Jacques Rousseau,Vaulx-en-Velin,Salle multisports (gymnase),4.92176,45.77937
5103,Gymnase Wallon,Vaulx-en-Velin,Structure Artificielle d'Escalade,4.91466,45.78943
5104,Gymnase Jesse Owens,Vaulx-en-Velin,Pas de tir à l'arc,4.92102,45.78219
5105,Collège Pierre Valdo,Vaulx-en-Velin,Terrain de basket-ball,4.92912,45.78003
5106,Collège Jacques Duclos,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.92236,45.75514
5107,Multisports de la Thibaude,Vaulx-en-Velin,Plateau EPS/Multisports/city-stades,4.92849,45.77733
5108,Plateau Jara,Vaulx-en-Velin,Terrain de basket-ball,4.91173,45.78005
5109,Plateau Jara,Vaulx-en-Velin,Court de tennis,4.912633,45.779819
5110,Salle Saint Martin,Vaux-en-Beaujolais,Salles polyvalentes / des fêtes / non spécialisées,4.59186,46.05607
5111,Stade de Football du Moulin,Vaux-en-Beaujolais,Terrain de football,4.58516,46.0514
