ID,Nom,Commune,Type,Coord_X,Coord_Y
1530,Jeux de Boules,Frontenas,Terrain de boules,4.61879,45.92409
1531,Centre Scolaire Notre Dame,Givors,Salle multisports (gymnase),4.77152,45.59153
1532,Stade Bouliste,Givors,Terrain de boules,4.78997,45.57642
1533,Parc des Sports,Givors,Terrain de football,4.77118,45.5966
1534,Complexe Sportif Saint Roch,Gleizé,Dojo / Salle d'arts martiaux,4.69298,45.99099
1535,Circuits de Randonnees,Grézieu-la-Varenne,Boucle de randonnée,4.68992,45.7483
1536,Tennis,Grézieu-la-Varenne,Court de tennis,4.655773,45.748545
1537,Circuits de Randonnees,Grézieu-le-Marché,Boucle de randonnée,4.44746,45.6642
1538,Collège E.Malfroy,Grigny,Salle de tennis de table,4.78532,45.60639
1539,Boulodrome,Les Haies,Terrain de pétanque,4.748291,45.504916
1540,Boulodrome,Les Haies,Terrain de pétanque,4.748291,45.504916
1541,Plateau Sportif,Les Halles,Court de tennis,4.43008,45.72002
1542,Plateau Sportif,Les Halles,Terrain de boules,4.43077,45.7195
1543,Champvillard,Irigny,Salle multisports (gymnase),4.81219,45.67191
1544,Stade d'Yvours,Irigny,Terrain de football,4.82324,45.69102
1545,Salle des Arts Martiaux (Maison du Temps Libre),Irigny,Dojo / Salle d'arts martiaux,4.82491,45.6917
1546,Circuits de Randonnees,Jarnioux,Boucle de randonnée,4.63011,45.9639
1547,Boulodrome Exterieur,Jullié,Terrain de boules,4.67838,46.23549
1548,Circuits de Randonnees,Lachassagne,Boucle de randonnée,4.68621,45.9263
1549,Complexe Sportif/Stade Municipal,Lamure-sur-Azergues,Terrain de football,4.49287,46.05611
1550,Complexe Sportif/Stade Municipal,Lamure-sur-Azergues,Court de tennis,4.49228,46.05672
1551,Complexe Sportif/Stade Municipal,Lamure-sur-Azergues,Terrain de football,4.4926,46.05711
1552,Dojo Beaujolais,Lamure-sur-Azergues,Dojo / Salle d'arts martiaux,4.49189,46.06172
1553,Motocross de la Croix Borsat,Lamure-sur-Azergues,Circuit de motocross,4.50295,46.05502
1554,Terrain de Basket,Larajasse,Terrain de basket-ball,4.50108,45.61344
1555,Complexe Sportif,Lentilly,Terrain de football,4.65813,45.81934
1556,Complexe Sportif,Lentilly,Court de tennis,4.65776,45.81941
1557,Poney Club du Poirier,Lentilly,Manège,4.69152,45.79497
1558,Place du Village,Lentilly,Boucle de randonnée,4.66188,45.8197
1559,Circuits de Randonnees,Létra,Boucle de randonnée,4.52459,45.9621
1560,Gymnase Communautaire de Limas,Limas,Salle multisports (gymnase),4.70657,45.97916
1561,Salle d'Évolution,Limas,Salle de gymnastique sportive,4.70406,45.9745
1562,Salle Jean Corbignot,Lissieu,Salles polyvalentes / des fêtes / non spécialisées,4.7418,45.8648
1563,Complexe Sportif,Loire-sur-Rhône,Terrain de football,4.81157,45.56069
1564,Complexe Sportif,Loire-sur-Rhône,Court de tennis,4.81157,45.56069
1565,Aire de Jeux,Longessaigne,Terrain de boules,4.42377,45.79016
1566,Salle Polyvalente,Longessaigne,Salles polyvalentes / des fêtes / non spécialisées,4.42325,45.79034
1567,Stade de Football,Lucenay,Terrain de football,4.70761,45.91527
1568,Place de l'École,Marchampt,Boucle de randonnée,4.57001,46.1138
1569,Circuits de Randonnees,Marcilly-d'Azergues,Boucle de randonnée,4.72715,45.8717
1570,Courts de Tennis,Marcilly-d'Azergues,Plateau EPS/Multisports/city-stades,4.729798,45.876637
1571,Ecurie de Grange Neuve,Marcy-l'Étoile,Carrière de dressage/rond de longe,4.695982,45.787695
1572,Stade des Docteurs Mérieux,Marcy-l'Étoile,Terrain de football,4.71354,45.78562
1573,Maison de la Rencontre,Marcy-l'Étoile,Court de tennis,4.70356,45.78369
1574,Stade de la Gare,Meys,Terrain de football,4.39836,45.66867
1575,Terrains de Tennis,Millery,Court de tennis,4.78523,45.63377
1576,Terrains de Tennis,Millery,Court de tennis,4.78523,45.63377
1577,Salle Polyvalente,Millery,Salle multisports (gymnase),4.78246,45.63239
1578,La Poneyterie,Millery,Carrière,4.78355,45.62114
1579,Aire de Jeux,Monsols,Plateau EPS/Multisports/city-stades,4.51862,46.22249
1580,Circuits de Randonnees,Montagny,Boucle de randonnée,4.78251,45.621
1581,Circuits de Randonnees,Montagny,Boucle de randonnée,4.78251,45.621
1582,Boulodrome,Montagny,Terrain de boules,4.74655,45.62105
1583,Stade Edmond Vainauwaert,Montagny,Court de tennis,4.75294,45.63426
1584,Le Lac de la Madone,Mornant,Boucle de randonnée,4.64978,45.608
1585,Complexe Tannerie,Mornant,Salle multisports (gymnase),4.66814,45.61875
1586,Complexe Tannerie,Mornant,Terrain de boules,4.66851,45.61778
1587,Complexe Paul Verguin,Mornant,Terrain de football,4.67301,45.62599
1588,Gymnase du Grand Cèdre,La Mulatière,Structure Artificielle d'Escalade,4.809209,45.727593
1589,Pensionnat Assomption Bellevue,La Mulatière,Salle de tennis de table,4.81146,45.73219
1590,Bassin de Joutes,La Mulatière,Stade mixte,4.81714,45.72641
1591,Terrain d'Aventures,La Mulatière,Terrain de beach-volley,4.80515,45.7263
1592,Tennis Club de la Mulatiere,La Mulatière,Court de tennis,4.80562,45.72665
1593,Stade Bouliste,La Mulatière,Terrain de boules,4.8175,45.71886
1594,Squash Confluence,La Mulatière,Salle ou terrain de squash,4.814078,45.723369
1595,Squash Confluence,La Mulatière,Salle ou terrain de badminton,4.814078,45.723369
1596,Gymnase Cosec,Neuville-sur-Saône,Salle multisports (gymnase),4.84588,45.86804
1597,Collège Jean Renoir,Neuville-sur-Saône,Piste d'athlétisme isolée,4.84445,45.86838
1598,Plateau Multisports de l'Aventurière,Neuville-sur-Saône,Plateau EPS/Multisports/city-stades,4.83483,45.88598
1599,Ecole de la Tatière,Neuville-sur-Saône,Terrain de handball,4.84146,45.87291
1600,Groupe Scolaire Notre Dame de Bellegarde,Neuville-sur-Saône,Salle de gymnastique sportive,4.84055,45.87103
1601,Groupe Scolaire Notre Dame de Bellegarde,Neuville-sur-Saône,Salle multisports (gymnase),4.8406,45.87088
1602,Stade de Football,Odenas,Terrain de football,4.648412,46.088517
1603,Terrains de Boules,Les Olmes,Terrain de boules,4.51848,45.88443
1604,Salle des Veloutiers,Orliénas,Salles polyvalentes / des fêtes / non spécialisées,4.71751,45.65817
1605,Pony Gones,Orliénas,Carrière,4.70275,45.65359
1606,Cité Scolaire Parc des Chabrières,Oullins,Plateau EPS/Multisports/city-stades,4.808066,45.720522
1607,Rg Fitness,Oullins,Salle de musculation/cardiotraining,4.810881,45.716902
1608,Ecole Jean Macé,Oullins,Salle multisports (gymnase),4.811,45.713601
1609,La Fraternelle,Oullins,Salle multisports (gymnase),4.806441,45.715659
1610,La Fraternelle,Oullins,Pas de tir à l'arc,4.806496,45.71584
1611,P.L.Oullins,Oullins,Salle de danse,4.809262,45.713179
1612,Gymnase Montlouis,Oullins,Structure Artificielle d'Escalade,4.79164,45.71616
1613,Piscine Municipale,Oullins,Bassin ludique de natation,4.80945,45.71816
